
Twitter.app/Twitter (for architecture armv6):
000e3104 t -[TwitterAutocompleteController setNavigationController:]
000e3d60 t -[TwitterAutocompleteController textViewDidChange:]
000e36b8 t -[TwitterAutocompleteController updateFastPrefixStartSet:]
000e469c t -[TwitterAutocompleteController wordAtIndex:]
000e34ac t -[TwitterAutocompleteController wordIsPlaceTrigger:]
000eb908 t -[TwitterAutocompleteResultItem autocompleteAction]
000eb958 t -[TwitterAutocompleteResultItem autocompleteImageName]
000eb948 t -[TwitterAutocompleteResultItem autocompleteImageURL]
000eb968 t -[TwitterAutocompleteResultItem autocompleteSubtext]
000eb978 t -[TwitterAutocompleteResultItem autocompleteText]
000eb8e8 t -[TwitterAutocompleteResultItem autocompleteType]
000ebd70 t -[TwitterAutocompleteResultItem dealloc]
000ebcf8 t -[TwitterAutocompleteResultItem isEqual:]
000eb928 t -[TwitterAutocompleteResultItem itemID]
000eb8c8 t -[TwitterAutocompleteResultItem priority]
000ebe24 t -[TwitterAutocompleteResultItem searchableSortableText]
000eb918 t -[TwitterAutocompleteResultItem setAutocompleteAction:]
000ebeb8 t -[TwitterAutocompleteResultItem setAutocompleteImageName:]
000ebee0 t -[TwitterAutocompleteResultItem setAutocompleteImageURL:]
000ebe90 t -[TwitterAutocompleteResultItem setAutocompleteSubtext:]
000ebe68 t -[TwitterAutocompleteResultItem setAutocompleteText:]
000eb8f8 t -[TwitterAutocompleteResultItem setAutocompleteType:]
000ebf30 t -[TwitterAutocompleteResultItem setItemID:]
000eb8d8 t -[TwitterAutocompleteResultItem setPriority:]
000ebf08 t -[TwitterAutocompleteResultItem setUserInfo:]
000eb938 t -[TwitterAutocompleteResultItem userInfo]
000e54f0 t -[TwitterAutocompleteResultsController _appendSearchItem:type:]
000e5ad8 t -[TwitterAutocompleteResultsController _appendSearchResultItems:type:]
000e57bc t -[TwitterAutocompleteResultsController _returnResults:]
000e57dc t -[TwitterAutocompleteResultsController dealloc]
000e5618 t -[TwitterAutocompleteResultsController resetAutocompleteResults]
000e54e0 t -[TwitterAutocompleteResultsController resultsCallback]
000e5784 t -[TwitterAutocompleteResultsController setLastPartialText:]
000e574c t -[TwitterAutocompleteResultsController setLastResults:]
000e5e88 t -[TwitterAutocompleteResultsController setResultsCallback:]
000e5d58 t -[TwitterAutocompleteResultsController updateAutocompleteResults:searchPlaces:]
000e5848 t -[TwitterAutocompleteResultsController updateAutocompleteResults:type:poiOnly:]
000f1e30 t -[TwitterCommonAppDelegate _handleOpenURL:]
000f1e3c t -[TwitterCommonAppDelegate _logLoadedViewController]
000f1e40 t -[TwitterCommonAppDelegate _resetImpressionLog]
000f1e34 t -[TwitterCommonAppDelegate _saveState]
000f27cc t -[TwitterCommonAppDelegate application:didFinishLaunchingWithOptions:]
000f22b8 t -[TwitterCommonAppDelegate application:handleOpenURL:]
000f22a0 t -[TwitterCommonAppDelegate application:openURL:sourceApplication:annotation:]
000f23dc t -[TwitterCommonAppDelegate applicationDidBecomeActive:]
000f2230 t -[TwitterCommonAppDelegate applicationDidEnterBackground:]
000f221c t -[TwitterCommonAppDelegate applicationDidReceiveMemoryWarning:]
000f21b4 t -[TwitterCommonAppDelegate applicationStateDidReload]
000f2728 t -[TwitterCommonAppDelegate applicationStateFile]
000f26d8 t -[TwitterCommonAppDelegate applicationState]
000f2384 t -[TwitterCommonAppDelegate applicationWillResignActive:]
000f2270 t -[TwitterCommonAppDelegate applicationWillTerminate:]
000f2184 t -[TwitterCommonAppDelegate beginNetworkActivity:]
000f2778 t -[TwitterCommonAppDelegate dealloc]
000f2154 t -[TwitterCommonAppDelegate endNetworkActivity:]
000f1e44 t -[TwitterCommonAppDelegate errorPostingNotification:]
000f2504 t -[TwitterCommonAppDelegate firstLaunch]
000f22f8 t -[TwitterCommonAppDelegate handleLaunchOptions:]
000f22d0 t -[TwitterCommonAppDelegate handleOpenURL:]
000f1e38 t -[TwitterCommonAppDelegate purgeCaches]
000f2584 t -[TwitterCommonAppDelegate reloadApplicationState]
000f25ec t -[TwitterCommonAppDelegate saveApplicationState:]
000f28f4 t -[TwitterCommonAppDelegate(Push) application:didFailToRegisterForRemoteNotificationsWithError:]
000f2c54 t -[TwitterCommonAppDelegate(Push) application:didReceiveRemoteNotification:]
000f2d74 t -[TwitterCommonAppDelegate(Push) application:didRegisterForRemoteNotificationsWithDeviceToken:]
000f28f8 t -[TwitterCommonAppDelegate(Push) handlePushPayload:]
000f2e04 t -[TwitterCommonAppDelegate(Push) parsePushDictionary:sender:recipient:status:]
000f2c6c t -[TwitterCommonAppDelegate(Push) refreshPushToken:]
000f2dbc t -[TwitterCommonAppDelegate(Push) updatePushToken:]
00078ff0 t -[TwitterComposition _addUsernamePrefixIfNeeded]
00079bb0 t -[TwitterComposition _beginSend]
000799b8 t -[TwitterComposition _endSend:]
00078f14 t -[TwitterComposition _removePrefix:]
00078e4c t -[TwitterComposition _removeUsernamePrefix]
00078670 t -[TwitterComposition _sendFromAccount:]
00078574 t -[TwitterComposition _updatedIndex:range:newText:]
0007881c t -[TwitterComposition addAttachment:]
00078934 t -[TwitterComposition appropriateDraftTitle]
000788e4 t -[TwitterComposition appropriateImage]
00078a98 t -[TwitterComposition appropriateTitle]
00078d54 t -[TwitterComposition attachmentsLength]
00078474 t -[TwitterComposition attachments]
0007845c t -[TwitterComposition characterLimit]
00079154 t -[TwitterComposition compositionType]
00079ee4 t -[TwitterComposition containsMoreThanMentions]
000791bc t -[TwitterComposition dealloc]
00078644 t -[TwitterComposition didSend:]
000784e4 t -[TwitterComposition didSendCallback]
0007983c t -[TwitterComposition didUploadAttachment:info:]
00078554 t -[TwitterComposition directMessageUser]
000784c4 t -[TwitterComposition dirty]
00078484 t -[TwitterComposition displayName]
00079284 t -[TwitterComposition encodeWithCoder:]
0007861c t -[TwitterComposition errorSending]
00078490 t -[TwitterComposition fileURL]
00078514 t -[TwitterComposition geotag]
000784a4 t -[TwitterComposition hadFailedSend]
000785c8 t -[TwitterComposition hasPendingAttachments]
000787a4 t -[TwitterComposition hasRoomForAnotherAttachment]
000793cc t -[TwitterComposition initWithCoder:]
000795ec t -[TwitterComposition init]
00079118 t -[TwitterComposition isDirectMessage]
00078bfc t -[TwitterComposition isDocumentEdited]
00078524 t -[TwitterComposition isDraft]
00079134 t -[TwitterComposition isGeoTaggable]
000790fc t -[TwitterComposition isPublicReply]
00078444 t -[TwitterComposition isSending]
00078c84 t -[TwitterComposition isWorthSaving]
00078c2c t -[TwitterComposition isWorthSending]
0007885c t -[TwitterComposition matchesSearchString:]
000785e4 t -[TwitterComposition numberOfAttachmentsPendingUpload]
000784f4 t -[TwitterComposition placeEntities]
00078504 t -[TwitterComposition place]
00079c7c t -[TwitterComposition reindexEntitiesWithRange:replacementText:]
00078cc8 t -[TwitterComposition remainingCharacters]
000787cc t -[TwitterComposition removeAttachment:]
00078564 t -[TwitterComposition replyToStatus]
00079188 t -[TwitterComposition replyToUser]
00079fec t -[TwitterComposition sendFromAccount:]
0007990c t -[TwitterComposition sendProgress]
0007a24c t -[TwitterComposition setDidSendCallback:]
0007a180 t -[TwitterComposition setDirectMessageUser:]
000784d4 t -[TwitterComposition setDirty:]
0007a1d4 t -[TwitterComposition setGeotag:]
000784b4 t -[TwitterComposition setHadFailedSend:]
00078534 t -[TwitterComposition setIsDraft:]
0007a1fc t -[TwitterComposition setPlace:]
0007a224 t -[TwitterComposition setPlaceEntities:]
0007a158 t -[TwitterComposition setReplyToStatus:]
0007a130 t -[TwitterComposition setReplyToUser:]
0007a1a8 t -[TwitterComposition setText:]
00078494 t -[TwitterComposition setUrlLength:]
00078d8c t -[TwitterComposition switchToDirectMessage]
00078dec t -[TwitterComposition switchToPublicReply]
000786b8 t -[TwitterComposition textWithAttachments]
00078544 t -[TwitterComposition text]
00079680 t -[TwitterComposition trimEntities]
00078460 t -[TwitterComposition urlLength]
00079e30 t -[TwitterComposition willDiscard]
0007a29c t -[TwitterCompositionAttachment _uploadFromAccount:associatedMessage:callback:]
0007a974 t -[TwitterCompositionAttachment cleanup]
0007aa10 t -[TwitterCompositionAttachment data]
0007a6e8 t -[TwitterCompositionAttachment dealloc]
0007a4b4 t -[TwitterCompositionAttachment didUpload:info:]
0007a640 t -[TwitterCompositionAttachment encodeWithCoder:]
0007a78c t -[TwitterCompositionAttachment initWithCoder:]
0007a284 t -[TwitterCompositionAttachment isPendingUpload]
0007a274 t -[TwitterCompositionAttachment localFile]
0007a2dc t -[TwitterCompositionAttachment remoteURL]
0007a4e4 t -[TwitterCompositionAttachment setData:]
0007a564 t -[TwitterCompositionAttachment setLocalFile:]
0007aaa4 t -[TwitterCompositionAttachment setLocalURL:]
0007acf0 t -[TwitterCompositionAttachment setRemoteURL:]
0007ad40 t -[TwitterCompositionAttachment setSourceDescription:]
0007ad18 t -[TwitterCompositionAttachment setUploadError:]
0007a2bc t -[TwitterCompositionAttachment size]
0007a2ac t -[TwitterCompositionAttachment sourceDescription]
0007a2a0 t -[TwitterCompositionAttachment thumbnail]
0007a468 t -[TwitterCompositionAttachment title]
0007a2a4 t -[TwitterCompositionAttachment type]
0007a2cc t -[TwitterCompositionAttachment uploadError]
0007ac68 t -[TwitterCompositionAttachment uploadFromAccount:associatedMessage:callback:]
0007abf4 t -[TwitterCompositionImageAttachment _uploadFromAccount:associatedMessage:callback:]
0007a904 t -[TwitterCompositionImageAttachment didUploadImage:info:]
0007a384 t -[TwitterCompositionImageAttachment thumbnail]
0007a41c t -[TwitterCompositionImageAttachment title]
0007a2ec t -[TwitterCompositionImageAttachment type]
0007ab80 t -[TwitterCompositionVideoAttachment _uploadFromAccount:associatedMessage:callback:]
0007a894 t -[TwitterCompositionVideoAttachment didUploadVideo:info:]
0007a2f4 t -[TwitterCompositionVideoAttachment thumbnail]
0007a338 t -[TwitterCompositionVideoAttachment title]
0007a2f0 t -[TwitterCompositionVideoAttachment type]
0002680c t -[TwitterConcreteStatusesStream _deleteStatus:]
000277bc t -[TwitterConcreteStatusesStream _loadBeforeGap:]
000277e4 t -[TwitterConcreteStatusesStream _loadNewer]
000277d0 t -[TwitterConcreteStatusesStream _loadOlder]
00026760 t -[TwitterConcreteStatusesStream _postError:]
00026f1c t -[TwitterConcreteStatusesStream _readFromDisk]
00026e78 t -[TwitterConcreteStatusesStream _writeToDisk]
00026898 t -[TwitterConcreteStatusesStream addStatus:]
000277f8 t -[TwitterConcreteStatusesStream addStatuses:]
000260a0 t -[TwitterConcreteStatusesStream autosaveName]
00026c00 t -[TwitterConcreteStatusesStream dealloc]
000260f0 t -[TwitterConcreteStatusesStream definitiveStatuses:]
000267d0 t -[TwitterConcreteStatusesStream deleteStatusNotification:]
00026cdc t -[TwitterConcreteStatusesStream encodeWithCoder:]
00026aa4 t -[TwitterConcreteStatusesStream errorStatusForError:]
0002640c t -[TwitterConcreteStatusesStream fillInGap:]
00026524 t -[TwitterConcreteStatusesStream fillInGapResponse:info:]
000270a8 t -[TwitterConcreteStatusesStream fillInGapResponseCallback:]
00026fe8 t -[TwitterConcreteStatusesStream guid]
000268ec t -[TwitterConcreteStatusesStream hasData]
00026d78 t -[TwitterConcreteStatusesStream initWithCoder:]
00027034 t -[TwitterConcreteStatusesStream init]
00026104 t -[TwitterConcreteStatusesStream isLoadingNewer]
000260ac t -[TwitterConcreteStatusesStream lastUpdated]
000260d8 t -[TwitterConcreteStatusesStream loadConservatively]
00026118 t -[TwitterConcreteStatusesStream loadNewerError]
000266c8 t -[TwitterConcreteStatusesStream loadNewerResponse:info:]
000270d4 t -[TwitterConcreteStatusesStream loadNewerResponseCallback]
000264f8 t -[TwitterConcreteStatusesStream loadNewer]
00026128 t -[TwitterConcreteStatusesStream loadOlderError]
00026580 t -[TwitterConcreteStatusesStream loadOlderResponse:info:]
000270bc t -[TwitterConcreteStatusesStream loadOlderResponseCallback]
00026498 t -[TwitterConcreteStatusesStream loadOlder]
00026690 t -[TwitterConcreteStatusesStream markAtEnd]
000260f4 t -[TwitterConcreteStatusesStream maxCount]
00026100 t -[TwitterConcreteStatusesStream minStatusesToConsiderBeingGap]
000269bc t -[TwitterConcreteStatusesStream newestStatusID]
00027680 t -[TwitterConcreteStatusesStream newestStatus]
00026998 t -[TwitterConcreteStatusesStream oldestStatusID]
000269e0 t -[TwitterConcreteStatusesStream oldestStatus]
0002695c t -[TwitterConcreteStatusesStream postStatusesChangedNotification]
00026450 t -[TwitterConcreteStatusesStream retryLoadOlder]
00026e64 t -[TwitterConcreteStatusesStream saveStream]
000260bc t -[TwitterConcreteStatusesStream setLoadConservatively:]
00027b58 t -[TwitterConcreteStatusesStream setLoadNewerError:]
00027b30 t -[TwitterConcreteStatusesStream setLoadOlderError:]
00026914 t -[TwitterConcreteStatusesStream setStatuses:]
000260fc t -[TwitterConcreteStatusesStream shouldIndexUsersInAutocomplete]
0002743c t -[TwitterConcreteStatusesStream statusesResponse:couldBeGap:isFromFillingInGap:]
000270ec t -[TwitterConcreteStatusesStream statuses]
00026fa0 t -[TwitterConcreteStatusesStream storedStreamPath]
000fbea8 t -[TwitterConfiguration dealloc]
000fbde8 t -[TwitterConfiguration description]
000fbc8c t -[TwitterConfiguration encodeWithCoder:]
000fba18 t -[TwitterConfiguration finishedLoading]
000fbd28 t -[TwitterConfiguration initWithCoder:]
000fb9f8 t -[TwitterConfiguration lastUpdate]
000fbe38 t -[TwitterConfiguration loadGlobalConfiguration:]
000fbe70 t -[TwitterConfiguration loadMobileConfiguration:]
000fba54 t -[TwitterConfiguration needsRefresh]
000fbbf8 t -[TwitterConfiguration nextConfiguration]
000fbab0 t -[TwitterConfiguration parseGlobalConfiguration:info:]
000fbb2c t -[TwitterConfiguration parseMobileConfiguration:info:]
000fb9a4 t -[TwitterConfiguration scribeEnabled]
000fb9d8 t -[TwitterConfiguration scribeInterval]
000fb9c8 t -[TwitterConfiguration setScribeEnabled:]
000fb9e8 t -[TwitterConfiguration setScribeInterval:]
000fba08 t -[TwitterConfiguration setShortenedURLLength:]
000fb9b4 t -[TwitterConfiguration shortenedURLLength]
00027b80 t -[TwitterConversationStream _loadNewer]
00027b84 t -[TwitterConversationStream _loadOlder]
00027b8c t -[TwitterConversationStream autosaveName]
00027b90 t -[TwitterConversationStream baseStatus]
00027cf8 t -[TwitterConversationStream encodeWithCoder:]
00027da4 t -[TwitterConversationStream getNext]
00027ba0 t -[TwitterConversationStream gotNext:info:]
00027c88 t -[TwitterConversationStream handleStatus:]
00027d4c t -[TwitterConversationStream initWithCoder:]
00027e8c t -[TwitterConversationStream setBaseStatus:]
00027b88 t -[TwitterConversationStream supportsFillingInGaps]
00027f7c t -[TwitterDirectMessage activeTextRanges]
00028204 t -[TwitterDirectMessage compare:]
00027f6c t -[TwitterDirectMessage composition]
00027fbc t -[TwitterDirectMessage date]
000286c4 t -[TwitterDirectMessage dealloc]
000282b0 t -[TwitterDirectMessage description]
00027f0c t -[TwitterDirectMessage didGlobalNotification]
00028320 t -[TwitterDirectMessage encodeWithCoder:]
00028290 t -[TwitterDirectMessage hash]
0002856c t -[TwitterDirectMessage initWithCoder:]
0002823c t -[TwitterDirectMessage isEqual:]
00027fec t -[TwitterDirectMessage matchesSearchString:]
00027fdc t -[TwitterDirectMessage messageID]
00027f8c t -[TwitterDirectMessage originalTextRanges]
00028180 t -[TwitterDirectMessage originalText]
00027f3c t -[TwitterDirectMessage read]
00027f9c t -[TwitterDirectMessage recipient]
00027fac t -[TwitterDirectMessage sender]
00028844 t -[TwitterDirectMessage setComposition:]
000287c8 t -[TwitterDirectMessage setDate:]
00027f20 t -[TwitterDirectMessage setDidGlobalNotification:]
0002879c t -[TwitterDirectMessage setMessageID:]
000280f4 t -[TwitterDirectMessage setOriginalText:]
00027f50 t -[TwitterDirectMessage setRead:]
0002881c t -[TwitterDirectMessage setRecipient:]
000287f4 t -[TwitterDirectMessage setSender:]
00028068 t -[TwitterDirectMessage setText:]
00027fcc t -[TwitterDirectMessage text]
0007518c t -[TwitterDirectMessage(CellAdditions) iphone_attributedTextWithSelectedRange:]
0005fabc t -[TwitterDirectMessage(Email) emailHTML]
000d33bc t -[TwitterDirectMessage(RichText) attributedTextWithSelectedRange:]
0002897c t -[TwitterDirectMessage(XML) parseMessageXML:info:]
00029888 t -[TwitterDirectMessageConversation _didSend:info:]
00029028 t -[TwitterDirectMessageConversation addMessage:]
00028cdc t -[TwitterDirectMessageConversation beginAddingMessages]
0002914c t -[TwitterDirectMessageConversation compare:]
00029270 t -[TwitterDirectMessageConversation composition]
00028cf0 t -[TwitterDirectMessageConversation correspondent]
000292fc t -[TwitterDirectMessageConversation dealloc]
00028f0c t -[TwitterDirectMessageConversation deleteMessage:]
00029388 t -[TwitterDirectMessageConversation encodeWithCoder:]
00028f4c t -[TwitterDirectMessageConversation endAddingMessages]
000297c8 t -[TwitterDirectMessageConversation hasUnreadMessages]
000293d4 t -[TwitterDirectMessageConversation initWithCoder:]
00029440 t -[TwitterDirectMessageConversation init]
00028ec8 t -[TwitterDirectMessageConversation isRepliedTo]
00029714 t -[TwitterDirectMessageConversation markAsRead]
00029650 t -[TwitterDirectMessageConversation matchesSearchString:]
00028ccc t -[TwitterDirectMessageConversation messages]
000291f0 t -[TwitterDirectMessageConversation mostRecentMessage]
00028c9c t -[TwitterDirectMessageConversation needsFullCorrespondant]
0002918c t -[TwitterDirectMessageConversation newestMessageNotFrom:]
0002949c t -[TwitterDirectMessageConversation replaceComposition:withSentMessage:]
00028d00 t -[TwitterDirectMessageConversation sendFromAccount:]
000298c4 t -[TwitterDirectMessageConversation setComposition:]
0002989c t -[TwitterDirectMessageConversation setCorrespondent:]
00029238 t -[TwitterDirectMessageConversation setMessages:]
00028cb0 t -[TwitterDirectMessageConversation setNeedsFullCorrespondant:]
0005fa50 t -[TwitterDirectMessageConversation(Email) emailHTML]
00029a50 t -[TwitterDirectMessagesConversationManager _addStubConversation:]
0002a7e8 t -[TwitterDirectMessagesConversationManager _deleteMessage:]
00029aa0 t -[TwitterDirectMessagesConversationManager _postDidUpdateNotification]
00029bf0 t -[TwitterDirectMessagesConversationManager _setupNotifications]
0002a2b4 t -[TwitterDirectMessagesConversationManager addMessages:fromMe:]
00029900 t -[TwitterDirectMessagesConversationManager clearCachedUnreadState]
0002a438 t -[TwitterDirectMessagesConversationManager conversationWith:]
00029934 t -[TwitterDirectMessagesConversationManager conversationsMatching:]
000298ec t -[TwitterDirectMessagesConversationManager conversations]
00029c90 t -[TwitterDirectMessagesConversationManager dealloc]
0002a00c t -[TwitterDirectMessagesConversationManager deleteConversation:]
0002a0fc t -[TwitterDirectMessagesConversationManager deleteMessage:]
000298fc t -[TwitterDirectMessagesConversationManager didDeleteMessage:info:]
00029b88 t -[TwitterDirectMessagesConversationManager encodeWithCoder:]
00029f0c t -[TwitterDirectMessagesConversationManager hasUnreadMessages]
00029d24 t -[TwitterDirectMessagesConversationManager initWithAccount:]
0002a570 t -[TwitterDirectMessagesConversationManager initWithCoder:]
00029adc t -[TwitterDirectMessagesConversationManager loadOlder]
00029e10 t -[TwitterDirectMessagesConversationManager markAllAsRead]
00029960 t -[TwitterDirectMessagesConversationManager newestMessageDateNotFromMe]
00029984 t -[TwitterDirectMessagesConversationManager newestMessageDate]
0002a1d4 t -[TwitterDirectMessagesConversationManager newestMessageNotFromMe]
000299e0 t -[TwitterDirectMessagesConversationManager receivedDidUpdate:]
00029924 t -[TwitterDirectMessagesConversationManager receivedStream]
00029b14 t -[TwitterDirectMessagesConversationManager refresh]
00029a18 t -[TwitterDirectMessagesConversationManager sentDidUpdate:]
00029914 t -[TwitterDirectMessagesConversationManager sentStream]
00029b4c t -[TwitterDirectMessagesConversationManager setAccount:]
0002ae10 t -[TwitterDirectMessagesStream _loadNewer]
0002adfc t -[TwitterDirectMessagesStream _loadOlder]
0002a8b8 t -[TwitterDirectMessagesStream account]
0002ac90 t -[TwitterDirectMessagesStream addMessages:]
0002ab68 t -[TwitterDirectMessagesStream dealloc]
0002a9d4 t -[TwitterDirectMessagesStream deleteMessage:]
0002abb0 t -[TwitterDirectMessagesStream encodeWithCoder:]
0002a8a4 t -[TwitterDirectMessagesStream forceReadBit]
0002ac10 t -[TwitterDirectMessagesStream initWithCoder:]
0002a950 t -[TwitterDirectMessagesStream loadNewerResponse:info:]
0002aef0 t -[TwitterDirectMessagesStream loadNewerResponseCallback]
0002a9a8 t -[TwitterDirectMessagesStream loadNewer]
0002a8d8 t -[TwitterDirectMessagesStream loadOlderResponse:info:]
0002aed8 t -[TwitterDirectMessagesStream loadOlderResponseCallback]
0002a97c t -[TwitterDirectMessagesStream loadOlder]
0002ae24 t -[TwitterDirectMessagesStream messagesResponse:info:]
0002a8a8 t -[TwitterDirectMessagesStream messages]
0002ab18 t -[TwitterDirectMessagesStream newestMessageID]
0002aac8 t -[TwitterDirectMessagesStream oldestMessageID]
0002a8c8 t -[TwitterDirectMessagesStream setAccount:]
0002aa5c t -[TwitterDirectMessagesStream setMessages:]
000a530c t -[TwitterDuckieAccount isDuckie]
000a5358 t -[TwitterDuckieAccount oAuthTokenSecret]
000a5334 t -[TwitterDuckieAccount oAuthToken]
000a537c t -[TwitterDuckieAccount password]
000a5310 t -[TwitterDuckieAccount username]
00031200 t -[TwitterDummyAdStatus ad]
0003151c t -[TwitterDummyAdStatus dealloc]
00031564 t -[TwitterDummyAdStatus init]
00056074 t -[TwitterDummyAdStatus(UIAdditions) cellForTableView:account:delegate:disableMentionHighlighting:]
00055e44 t -[TwitterDummyAdStatus(UIAdditions) heightForRowInTableView:]
00055fb8 t -[TwitterDummyEmptyStreamStatus(UIAdditions) cellForTableView:account:delegate:disableMentionHighlighting:]
000560e8 t -[TwitterDummyEndOfStreamStatus(UIAdditions) cellForTableView:account:delegate:disableMentionHighlighting:]
00055e38 t -[TwitterDummyEndOfStreamStatus(UIAdditions) heightForRowInTableView:]
0002614c t -[TwitterDummyErrorStatus callback]
00026300 t -[TwitterDummyErrorStatus dealloc]
0002615c t -[TwitterDummyErrorStatus error]
00027ae0 t -[TwitterDummyErrorStatus setCallback:]
00027ab8 t -[TwitterDummyErrorStatus setError:]
00055e54 t -[TwitterDummyErrorStatus(UIAdditions) cellForTableView:account:delegate:disableMentionHighlighting:]
00055e4c t -[TwitterDummyErrorStatus(UIAdditions) heightForRowInTableView:]
00026184 t -[TwitterDummyGapStatus _shouldFilterOutOfStream]
00026270 t -[TwitterDummyGapStatus encodeWithCoder:]
000262a4 t -[TwitterDummyGapStatus initWithCoder:]
000261ec t -[TwitterDummyGapStatus isEqual:]
0002616c t -[TwitterDummyGapStatus isGap]
00026170 t -[TwitterDummyGapStatus loading]
00026198 t -[TwitterDummyGapStatus setLoading:]
000561b0 t -[TwitterDummyGapStatus(UIAdditions) cellForTableView:account:delegate:disableMentionHighlighting:]
00055e28 t -[TwitterDummyGapStatus(UIAdditions) heightForRowInTableView:]
000560b4 t -[TwitterDummyHeaderStatus(UIAdditions) cellForTableView:account:delegate:disableMentionHighlighting:]
00055e40 t -[TwitterDummyHeaderStatus(UIAdditions) heightForRowInTableView:]
00056198 t -[TwitterDummyLoadingStatus(UIAdditions) cellForTableView:account:delegate:disableMentionHighlighting:]
00055e30 t -[TwitterDummyLoadingStatus(UIAdditions) heightForRowInTableView:]
000263c4 t -[TwitterDummyStatus dealloc]
00026138 t -[TwitterDummyStatus isNotADummyStatus]
0002613c t -[TwitterDummyStatus messageText]
00027b08 t -[TwitterDummyStatus setMessageText:]
000ca554 t -[TwitterDummyStatus(TwitterStatusCellAdditions) statusHeightInTableView:]
0007adc4 t -[TwitterDummyUser isNotADummyUser]
000df0a0 t -[TwitterEntity copyWithZone:]
000deecc t -[TwitterEntity displayString]
000df0b4 t -[TwitterEntity encodeWithCoder:]
000df104 t -[TwitterEntity initWithCoder:]
000def24 t -[TwitterEntity parseDict:]
000dfa74 t -[TwitterEntity parseEntityJSON:info:]
000defb4 t -[TwitterEntity parseIndexJSON:info:]
000deef0 t -[TwitterEntity rangeFlavor]
000df06c t -[TwitterEntity rangeNSValue]
000deed8 t -[TwitterEntity rangeValue]
000deef4 t -[TwitterEntity range]
000def0c t -[TwitterEntity setRange:]
000e0acc t -[TwitterEntityHashtag dealloc]
000e0b70 t -[TwitterEntityHashtag description]
000e08c8 t -[TwitterEntityHashtag displayString]
000e0a78 t -[TwitterEntityHashtag encodeWithCoder:]
000e0b14 t -[TwitterEntityHashtag initWithCoder:]
000e0900 t -[TwitterEntityHashtag parseDict:]
000e095c t -[TwitterEntityHashtag parseEntityJSON:info:]
000e08b4 t -[TwitterEntityHashtag rangeFlavor]
000e0bf0 t -[TwitterEntityHashtag setText:]
000e08b8 t -[TwitterEntityHashtag text]
001067ac t -[TwitterEntityMedia dealloc]
0010662c t -[TwitterEntityMedia description]
00106808 t -[TwitterEntityMedia encodeWithCoder:]
0010690c t -[TwitterEntityMedia initWithCoder:]
0010640c t -[TwitterEntityMedia largeSize]
001064cc t -[TwitterEntityMedia largeURL]
001063cc t -[TwitterEntityMedia mediaID]
001063ec t -[TwitterEntityMedia mediaType]
001063dc t -[TwitterEntityMedia mediaURL]
0010643c t -[TwitterEntityMedia mediumSize]
00106524 t -[TwitterEntityMedia mediumURL]
001066bc t -[TwitterEntityMedia parseSize:info:]
00106424 t -[TwitterEntityMedia setLargeSize:]
00106a74 t -[TwitterEntityMedia setMediaID:]
001063fc t -[TwitterEntityMedia setMediaType:]
00106a4c t -[TwitterEntityMedia setMediaURL:]
00106454 t -[TwitterEntityMedia setMediumSize:]
001064b4 t -[TwitterEntityMedia setSmallSize:]
00106484 t -[TwitterEntityMedia setThumbSize:]
0010649c t -[TwitterEntityMedia smallSize]
0010657c t -[TwitterEntityMedia smallURL]
0010646c t -[TwitterEntityMedia thumbSize]
001065d4 t -[TwitterEntityMedia thumbURL]
000ec718 t -[TwitterEntityPromotedContent dealloc]
000ec760 t -[TwitterEntityPromotedContent encodeWithCoder:]
000ec66c t -[TwitterEntityPromotedContent impressionID]
000ec7b4 t -[TwitterEntityPromotedContent initWithCoder:]
000ec67c t -[TwitterEntityPromotedContent parseEntityJSON:info:]
000ec810 t -[TwitterEntityPromotedContent setImpressionID:]
000df180 t -[TwitterEntitySet dealloc]
000df200 t -[TwitterEntitySet description]
000df27c t -[TwitterEntitySet encodeWithCoder:]
000dee9c t -[TwitterEntitySet hashtags]
000df300 t -[TwitterEntitySet initWithCoder:]
000deeac t -[TwitterEntitySet mentions]
000dee8c t -[TwitterEntitySet promotedContent]
000df418 t -[TwitterEntitySet setHashtags:]
000df3f0 t -[TwitterEntitySet setMentions:]
000df440 t -[TwitterEntitySet setPromotedContent:]
000df3c8 t -[TwitterEntitySet setUrls:]
000deebc t -[TwitterEntitySet urls]
000ded90 t -[TwitterEntityURL compare:]
000de7e8 t -[TwitterEntityURL dealloc]
000de854 t -[TwitterEntityURL description]
000de9ac t -[TwitterEntityURL displayString]
000de7b8 t -[TwitterEntityURL displayURL]
000dec5c t -[TwitterEntityURL encodeWithCoder:]
000de7c8 t -[TwitterEntityURL expandedURL]
000decec t -[TwitterEntityURL initWithCoder:]
000de8d8 t -[TwitterEntityURL parseDict:]
000de9f4 t -[TwitterEntityURL parseEntityJSON:info:]
000de76c t -[TwitterEntityURL rangeFlavor]
000de788 t -[TwitterEntityURL rangeInDisplayText]
000de770 t -[TwitterEntityURL rangeValue]
000dee64 t -[TwitterEntityURL setDisplayURL:]
000dee3c t -[TwitterEntityURL setExpandedURL:]
000de7a0 t -[TwitterEntityURL setRangeInDisplayText:]
000dee14 t -[TwitterEntityURL setUrl:]
000de7d8 t -[TwitterEntityURL url]
000e0680 t -[TwitterEntityUserMention dealloc]
000e0790 t -[TwitterEntityUserMention description]
000e0328 t -[TwitterEntityUserMention displayString]
